SYMBOL HCT15_LARGE_INTESTINE
HNRNPCL1 0.009
PRAMEF9 0.009
PRAMEF10 0.009
CCDC18 0.0613
SP110 0.0274
OR6F1 0.0298
OR2W3 0.0298
OR2T8 0.0298
OR2T3 0.0298
MYBPHL 0.0666
IFIT2 0.0178
IFIT1 0.0178
OR10R2 -0.0121
FCRL6 -0.0121
KCNT2 -0.0086
BARHL2 0.0613
HSP90B3P 0.0613
NBPF7 0.0288
TCTEX1D4 0.0115
OR2T29 0.0298
ARHGAP40 0.0099
RSPO4 0.0988
TGM6 0.0194
IFIT3 0.0178
XKR7 0.0099
IFNA1 -0.0228
MSGN1 0.0067
KIAA1211L 0.0504
APOC2 -0.0159
IFNA2 -0.0228
FIGLA -0.006
NOTO -0.006
IFNA4 -0.0228
NCKAP5 -0.0345
FOXI3 -0.0146
EVX2 0.0442
IFNA5 -0.0228
IFNA6 -0.0228
CDKL4 0.0288
IFNA7 -0.0228
PRORSD1P 0.0303
AOX2P 0.0362
IFNA8 -0.0228
SH3RF3 0.0142
GPR148 -0.0345
LOC344595 -0.0289
IFNA10 -0.0228
LRRIQ4 -0.0139
SAMD7 -0.0139
IFNA13 -0.0228
AADACL2 -0.0108
GPR149 -0.0108
ZNF860 0.0489
IFNA14 -0.0228
TMPRSS7 -0.0289
CD200R1L -0.0289
PAQR9 0.0074
COL6A4P1 0.0268
LOC344887 -0.0139
RTP2 -0.0139
IFNA16 -0.0228
OSTN -0.0139
ATP13A5 -0.0139
LOC344967 -0.0238
APOC3 -0.0236
PRSS48 -0.0197
SOWAHB 0.0014
IFNA17 -0.0228
LRIT3 0.0368
IFNA21 -0.0228
MSANTD1 0.0193
SLC10A6 0.0014
HSD17B13 0.0014
IFNA22P -0.0228
IFNAR1 0.0023
PFN3 -0.0345
ZNF879 -0.0061
IFNAR2 0.0023
PLCXD3 -0.0043
IFNB1 -0.0228
IRGM -0.0159
FBLL1 -0.0345
MCIN -0.0043
ACTBL2 -0.0043
FAM174A -0.0054
MTX3 0.0045
IFNG 0.021
RSPH4A 0.0076
IFNGR1 0.0056
ECT2L 0.0056
APOC4 -0.0159
IFNGR2 0.0023
EYS -0.0126
ZNF391 0.0013
ZFP57 0.0013
SEPT14 -0.0276
MACC1 0.0049
OR6V1 0.0246
OR2A12 0.0246
GNAT3 0.0103
MOGAT3 0.0094
FAM71F2 0.0024
STRA8 0.0024
KLRG2 0.0024
IFNW1 -0.0228
APOD -0.0139
SLC10A5 -0.0142
GPR144 -0.0305
FAM75D5 0.0043
QRFP -0.0067
OR1J1 -0.0305
OR1B1 -0.0305
KIF24 0.0135
IGFBPL1 0.0135
MURC 0.0043
ZNF81 -0.005
ITIH6 -0.005
LANCL3 -0.005
MPC1L -0.005
DCAF8L2 0.0023
SOWAHD 0.0027
OR13H1 0.0027
CCDC160 0.0027
CXorf66 0.0027
IFRD1 0.0355
DGAT2L6 -0.005
RAB41 -0.005
ARSH 0.0905
IGBP1 -0.005
SNORD64 -0.0148
TUBB8 -0.0286
SOX2-OT -0.0139
ECEL1P2 0.0274
LRRTM1 -0.006
LRRTM3 -0.002
CATSPER3 -0.0159
TUBB2B -0.0078
SLC35B2 -0.002
SERINC2 0.0115
NME9 0.0074
OTOP3 0.0122
C6orf52 -0.0078
PAR4 -0.0148
PAR-SN -0.0148
TBX10 -3e-04
PDDC1 0.0492
IGF1 -0.0335
AMIGO2 0.0318
EP400NL 0.0577
APOE -0.0159
IGF1R 0.0181
FAM70B 0.0728
LINC00442 -0.0255
RBPMS2 0.0219
ANKDD1A 0.0219
IGF2 0.0492
C15orf38 0.0047
LOC348120 -0.7732
ACSM2B 0
CLEC18A -0.008
CTU2 0.0217
IGF2R -0.0284
SKA2 0.0122
CCL15-CCL14 0.0082
CCDC144C 0.0385
FAM195B 0.0355
IGFALS 0
SELV -0.0266
ZNF530 -0.0173
FAM159A 0.0106
IGFBP1 0.0036
FAM131C 0.0115
IGFBP2 -0.0153
IGFBP3 0.0036
C22orf34 0.0067
GEN1 0.0067
IGFBP4 0.0082
C2orf48 0.0067
FONG 0.0362
LOC348761 0.0274
WDR53 -0.0139
IGFBP5 -0.0153
LNP1 -0.0289
CCDC37 0.0425
NPHP3-AS1 -0.001
TPRXL 0.0268
ANKRD18DP -0.0139
IGFBP6 0.0318
FAM86EP 0.0193
SLC6A18 -0.041
NIPAL4 -0.0345
HCN1 -0.0043
NUP43 0.0056
IGFBP7 0.0035
ZNF713 -0.0276
CYR61 0.0613
LINC00265 0.0036
WDR86 0.0109
GJC3 0.0094
DPY19L2P2 0.0065
LOC349160 0.0024
LOC349196 0.7319
TLR8-AS1 0.0905
NMNAT3 0.0074
C11orf34 -0.0236
RTN4RL2 0.0252
ACADS 0.029
APOH 0.0122
GPR142 0.0122
IGHMBP2 0.0022
APP 0.0023
IGJ 0.0014
RBPJ -0.0153
GYG2P1 -0.8796
DNAAF3 -0.0173
GATS 0.0094
HCG26 0.1441
C6orf58 0.0076
APRT 0.0217
ZNF429 -0.0266
RAET1G 0.0056
RILPL1 0.019
LCE1A 0.01
LCE1B 0.01
LCE1C 0.01
LCE1D 0.01
LCE1E -0.0353
LCE1F -0.0353
LCE2A -0.0353
LCE2C -0.0353
LCE2D -0.0353
LCE3A -0.0353
LCE3B -2.4489
LCE3C -2.4489
LCE3E 0.0288
TBC1D26 -7e-04
TAS2R42 0.0489
ZACN 0.0122
SLCO4C1 -0.0054
KAAG1 0.0072
PADI6 0.0115
ZNF445 0.0256
KRT26 0.0082
RGSL1 -0.0018
ANKRD37 0.0215
KRTAP12-2 0.0864
SPATA12 -0.0179
KRTAP12-1 0.0864
KRTAP10-10 0.0864
GPR141 0.0036
ZNF233 0.0246
TICAM2 -0.0159
POLN 0.0193
BMP8A 0.0115
LILRA5 0.0224
KLK3 0.0087
IGLL1 0.0221
IGSF1 0.0027
IHH -0.0153
FAS 0.0178
IK -0.0159
IKBKB -0.0058
IL1A -0.0024
IL1B -0.0024
IL1R1 0.0142
IL1RAP -0.0139
IL1RN -0.0024
IL2 -0.0116
IL2RA -0.0286
FASLG -0.0116
IL2RB 0.0221
IL2RG -0.005
IL3 -0.0159
IL3RA 0.0905
IL4 -0.0159
IL4R 0
IL5 -0.0159
IL5RA -0.1173
IL6 0.0049
SHROOM2 0.0905
IL6R 0.01
IL6ST -0.0043
IL7 -0.0142
IL7R -0.0043
IL8 0.0014
CXCR1 -0.0153
IL9 -0.0159
CXCR2 -0.0153
AQP1 0.0036
CXCR2P1 -0.0153
IL10 0.0162
IL10RA -0.0236
IL10RB 0.0023
IL11 -0.0173
AQP2 0.0318
IL11RA 0.0135
IL12A 0.0031
IL12B -0.0345
IL12RB1 -0.0266
IL12RB2 0.0177
IL13 -0.0159
IL13RA1 0.0027
BPIFB3 0.0099
DPPA3 0.0173
IL13RA2 0.0602
PCNAP1 0.0014
MRPL42P5 -0.0079
KCNIP4-IT1 -0.0153
FAM101B 0.1504
IRF2BP2 0.0162
ACADSB 0.0163
AQP3 0.5693
IL15 -0.0116
ZBTB41 0.0031
NANOGNB 0.0173
IL15RA -0.0286
FKBP9L -0.0276
CYCSP52 -0.0121
TMPRSS9 -0.0266
GLT6D1 0.038
HOXB-AS5 0.0209
PRSS41 0
IL16 -0.0029
TNFRSF9 0.0119
IL17A 0.016
IL18 -0.0236
FOXK2 0.0355
ILF2 0.01
ILF3 -0.0266
AQP4 0.0218
ILK 0.0091
IMPA1 -0.0142
IMPA2 0.0286
IMPDH1 0.0024
IMPDH2 -0.0124
IMPG1 -0.014
INCENP 0.0252
AQP5 0.0318
IDO1 -0.0058
ING1 0.0728
ING2 0.0215
INHA -0.0153
INHBA 0.0036
INHBB 0.0106
INHBC 0.0318
CXCL10 0.0014
INPP1 0.0362
AQP6 0.0318
INS 0.0492
INPP4A 0.0504
INPP5A 0.0163
INPP5B 0.0115
INPP5D 0.0274
INPPL1 0.0022
INSIG1 0.0109
AQP7 0.0037
INSL3 -0.0266
INSL4 -0.0228
INSM1 0.0307
INSR -0.0266
INSRR -0.0121
EIF3E -0.0142
PDX1 0.0052
IPP 0.0115
IPW -0.0148
IRAK1 0.0583
ITGA6 0.0442
IRAK2 -0.0118
IREB2 -0.0029
IRF1 -0.0159
AQP9 0.0219
IRF2 0.0215
IRF3 0.0087
IRF4 -0.0078
IRF5 0.0024
IRF6 0.0162
IRF7 0.0492
IRS1 -0.0153
ISG20 0.0047
AR -0.005
ISL1 -0.0043
ISLR -0.0018
ITGA1 -0.0043
ITGA2 -0.0043
ITGA2B 0.014
ITGA3 0.0209
ITGA4 -0.0116
ITGA5 0.0318
ITGA7 0.0318
ABCC6 0
ITGA9 0.0256
ITGAD 0
ITGAE -7e-04
ITGAL 0
ITGAM 0
ITGAV 0.0362
ITGAX 0
ITGB1 0.009
ITGB2 0.0864
ARAF -0.005
ITGB3 0.0209
ITGB4 0.0122
EIF6 0.0099
ITGB5 -0.0289
ITGB6 0.023
ITGB7 0.0318
ITGB8 0.0049
ITIH1 -0.0124
ITIH2 -0.0286
ITIH3 -0.0124
ACADVL -7e-04
ITIH4 -0.0124
ITK -0.0345
STT3A -0.0236
ITPA 0.0194
ITPK1 -0.0293
ITPKA 0.0386
ITPKB 0.0162
ITPR1 -0.0118
ITPR2 -0.0277
ITPR3 -0.002
IVD -0.0079
IVL 0.01
JAG2 0.0133
JAK1 0.0177
JAK2 -0.0228
JAK3 -0.0266
ARCN1 -0.0236
JARID2 -0.0078
JUN 0.0154
JUNB -0.0266
JUND -0.0266
JUP 0.0082
TRIM23 0.0379
KAL1 0.0905
GSTK1 0.0246
CD82 -0.0167
KARS 0.0159
USP50 4e-04
KCNA1 0.0173
KCNA2 0.0128
KCNA3 0.0128
HILS1 0.0209
DND1 -0.0159
KCNA4 -0.0167
AREG 0.0014
KCNA5 0.0173
KCNA6 0.0173
CDRT1 -7e-04
NDUFS7 -0.0266
KCNA7 0.0087
PTCHD3 0.009
NHLRC2 0.0178
CCDC172 0.0178
GALNTL4 -1.0093
NCR3LG1 0.0275
DKFZp779M0652 -0.0167
FAM111B 0.0252
TMEM179B 0.0252
KCNA10 0.0128
TBC1D10C -3e-04
DNAJB13 0.0022
LOC374443 0.0489
KRT77 0.0318
PTPRQ -0.004
C12orf42 -0.0335
TPTE2P6 -7e-04
KCNB1 -0.0015
ASPG 0.0133
KCNC1 0.0275
TEX9 0.0219
GOLGA6L5 0.0047
KIF7 0.0047
ZNF710 0.0047
HDDC3 0.0047
KCNC2 -0.004
TEPP -0.008
SPEM1 -7e-04
EFCAB5 0.0082
KCNC3 0.0087
LRRC37A3 0.0122
ANKRD30B 0.0286
C18orf34 0.0218
ATP9B 0.0036
C19orf35 -0.0266
HSD11B1L -0.0266
C19orf45 -0.0266
ZNF699 -0.0266
TMEM205 -0.0266
YJEFN3 -0.0266
SBSN -0.0266
ZNF829 -0.0266
KCNC4 0.0128
ZNF568 -0.0266
B3GNT8 -0.0266
IGFL1 -0.0159
ZNF773 -0.0173
DRAXIN 0.009
SPATA21 0.0115
CCDC23 0.0115
ATPAF1-AS1 0.0518
HEATR8 0.0106
FAM73A -0.0143
ARF1 0.0162
KCND1 -0.005
PEAR1 -0.0121
SFT2D2 -0.0121
MIA3 0.0162
C1orf95 0.0162
FAM89A 0.0162
KCND2 0.0355
PI4KAP2 0.0221
PFN4 0.0126
FAM228B 0.0126
LOC375196 0.0288
KCND3 0.0128
ANKRD36 0.0033
WASH2P -0.0024
RBM43 0.023
LOC375295 0.0442
CERKL -0.0116
KCNE1 0.0023
C2orf62 -0.0153
RBM44 0.0274
AQP12A 0.0274
LHFPL4 -0.0118
C3orf77 0.0256
C3orf62 -0.0124
TMEM110 -0.0124
LRRC33 -0.0139
KCNF1 0.0067
C5orf34 -0.0043
MAST4 0.0379
C5orf25 -0.0345
KCNG1 -0.0015
GUSBP4 -0.0126
GJB7 0.0217
VWC2 0.0036
TRIM73 -0.0528
KCNH1 0.0162
NAT16 0.0094
SLC26A5 0.0065
LHFPL3 0.0065
KCP 0.0024
SPATC1 -0.0024
KCNH2 0.0246
ENHO 0.0135
AQP7P1 0.0276
PTAR1 0.0482
ERCC6L2 0.0043
SWI5 -0.0305
C9orf50 -0.0305
PNPLA7 0.038
AGRN 0.1105
C9orf169 0.038
KCNJ1 0.0016
KCNJ2 0.0122
FLJ46361 0.0163
KCNJ3 0.023
KCNJ4 0.0221
LRRC10 0.021
KCNJ5 0.0016
RAB15 -0.0047
KCNJ6 0.0593
KCNJ8 0.0489
RNF126P1 0.0122
SLC27A1 -0.0266
KCNJ9 -0.0121
KCNJ10 -0.0121
RPS10P7 0.0031
KCNJ11 0.0275
KCNJ12 0.0385
SDC4P 0.0221
KCNJ13 0.0274
ZC3H6 -0.0024
ARF3 0.0318
KCNJ14 0.0087
KLHL30 0.0274
PRSS45 -0.02
KCNJ15 0.0593
KCNJ16 0.0122
KCNK1 0.0162
KCNK2 0.0162
USP17L2 -1.5552
CA13 -0.0142
KCNK3 0.0126
KCNMA1 -0.002
ENTPD8 0.038
KCNMB1 -0.0345
ARF4 -0.0179
KCNN1 -0.0266
KCNN2 -0.0159
TRIM74 -0.0528
KCNN3 0.01
KCNN4 0.5476
KCNQ1 0.0492
KCNQ2 -0.0015
KCNQ3 -0.0269
KCNS1 0.0099
APITD1 0.009
KCNS2 -0.0142
FLJ43663 0.0024
CATSPER4 0.0115
LINC00162 0.0864
LINC00317 0.0023
COL18A1-AS1 0.0864
NHLRC1 -0.0078
RNF148 0.0355
MALAT1 0.0252
ARL4D 0.014
KCNS3 0.0067
RNF138P1 -0.0043
FLJ31306 0.0054
KDR 0.0035
KEL 0.0246
KHK 0.0126
KIF2A 0.0379
KIF3C 0.0126
KIF5A 0.0318
KIF5B 0.009
ACAT1 -0.0236
KIF5C 0.023
KIFC3 -0.008
KIR2DL1 0.0224
KIR2DL3 0.0224
KIR2DL4 0.0224
KIR2DS4 -0.0173
ARF5 0.0024
KIR3DL1 -3.3459
KIR3DL2 -0.0173
KISS1 0.0162
KIT 0.0035
KLK1 0.0087
KLK2 0.0087
KLKB1 0.0215
ARF6 0.0054
KLRB1 0.0489
KLRC1 0.0489
KLRC2 0.0489
KLRC3 0.0489
KLRD1 0.0489
KNG1 -0.0139
ARG1 0.0056
KLC1 0.0133
KIF11 0.0178
KIFC1 -0.002
KIF25 -0.0284
KIF22 0
KPNA1 -0.0289
KPNB1 0.0209
KPNA2 0.0122
KPNA3 -0.0125
ARG2 -0.0047
KPNA4 0.0031
KPNA5 0.0076
TNPO1 0.0379
IPO5 0.0182
KRAS -0.0277
KRTAP5-9 0.0022
KRT1 0.0318
KRT2 0.0318
KRT3 0.0318
KRT4 0.0318
KRT5 0.0318
KRT6A 0.0318
KRT6B 0.0318
KRT7 0.0318
KRT8 0.0318
KRT9 0.0082
KRT10 0.0082
KRT12 0.0082
KRT13 0.0082
KRT14 0.0082
CHKB-CPT1B 0.0067
RNF144A-AS1 -0.0313
KRT15 0.0082
ZFP91-CNTF 0.0252
KCTD8 -0.0238
KCTD4 -0.0125
FLJ38109 -0.0159
IL31 0.029
KRTAP10-4 0.0864
KRTAP10-6 0.0864
KRTAP10-7 0.0864
KRTAP10-9 0.0864
KRTAP10-1 0.0864
KRTAP10-11 0.0864
KRTAP10-2 0.0864
KRTAP10-5 0.0864
KRTAP10-8 0.0864
KRTAP10-3 0.0864
KRTAP12-3 0.0864
KRTAP12-4 0.0864
KRTAP10-12 0.0864
AMIGO3 -0.0124
MRGPRG 0.0492
SLC6A10P 0
ZNF582-AS1 -0.0173
KRT16 0.0082
RHOA -0.0124
ZKSCAN4 0.0013
GUSBP2 0.0013
HMGA1P7 0.0056
SNHG5 0.0217
SUMO4 0.0056
C6orf147 -0.014
CENPW 0.0076
SOGA3 0.0076
LINC00222 0.0044
CEP85L 0.0076
NPSR1 0.0036
KRT17 0.0082
SLC7A5P2 0
C6orf120 -0.0284
KRTAP5-1 0.0492
KRTAP5-3 0.0492
KRTAP5-4 0.0492
KRTAP5-10 0.0022
VN1R10P 0.0013
HIST1H2APS1 0.0072
TBPL2 0.0054
NSUN4 0.0518
THEMIS 0.0076
LINC00320 0.0023
RASL11A 0.0052
KRT18 0.0318
GPR153 0.0119
TMEM189 -0.0015
TMEM189-UBE2V1 -0.0015
TPTEP1 0.0221
ILDR2 -0.0121
SLC22A25 0.0252
KGFLP1 0.0276
C10orf113 0.009
SKIDA1 0.009
LINC00202 0.009
LRRC37A6P 0.009
LOC387647 0.009
FAM21A -0.009
SH2D4B -0.002
C10orf99 -0.002
SLC16A12 0.0178
CC2D2B 0.0178
ENO4 0.0178
ARMS2 0.0163
TEX36 0.0163
LOC387723 0.0163
IFITM5 0.0492
FAM99A 0.0492
OR56B1 -0.0609
GVINP1 0.0091
INSC 0.0558
FIBIN -0.0167
C11orf96 -0.0167
SLC22A10 0.0252
SPDYC 0.0252
LIPT2 0.0022
VSTM5 -0.0094
CLEC2A 0.0489
CLEC12B 0.0489
RPL13AP20 0.0489
REP15 0.0427
C12orf68 0.0318
C12orf75 0.0133
CCDC42B 0.029
TMEM233 0.029
SETD8 0.019
LOC387895 -0.0847
C1QTNF9B 0.0607
SHISA2 -7e-04
NHLRC3 -0.0125
SERP2 -0.0125
C14orf23 0.0255
TOMM20L 0.0054
RHOB 0.0067
KRT19 0.0082
SERPINA13 -0.0293
C14orf64 -0.0293
RTL1 -0.0293
TMEM179 0.0133
KRT31 0.0082
C15orf52 -0.0079
TNFAIP8L3 4e-04
C2CD4B 0.0219
C15orf59 -0.0018
LOC388152 0.0047
UBE2Q2P1 0.0047
FLJ42289 0.0181
PRR25 0
KRT32 0.0082
SBK1 0
LOC388242 0
C16orf87 -0.008
LOC388276 -0.008
C16orf86 -0.008
KRT33A 0.0082
GLTPD2 -7e-04
INCA1 -7e-04
SCIMP -7e-04
C17orf100 -7e-04
SPDYE4 -7e-04
TMEM220 -7e-04
SHISA6 -7e-04
FAM211A 0.0339
TMIGD1 0.0082
CCL4L2 0.0082
C17orf98 0.0082
LINC00671 0.014
CCDC103 0.014
RPRML 0.0209
KRT33B 0.0082
YPEL2 0.0122
C17orf82 0.0122
BTBD17 0.0122
AATK-AS1 0.0355
POTEC 0.0286
LOC388499 -0.0266
KRT34 0.0082
C3P1 -0.0266
ZNF788 -0.0266
CLEC17A -0.0266
CYP4F24P -0.0266
ZNF728 -0.0266
RPSAP58 -0.0266
RGS9BP -0.0266
KRTDAP -0.0266
ZNF790 -0.0266
CEACAM22P -0.0159
CEACAM16 -0.0159
BLOC1S3 -0.0159
LOC388553 -0.0159
IGFL3 -0.0159
ZNF808 0.0224
ZNF761 0.0224
TMEM238 -0.0173
ZNF470 -0.0173
ZNF749 -0.0173
ZNF324B -0.0173
FAM132A 0.1105
HES5 0.7307
SMIM1 0.0039
RNF207 0.0119
TMEM82 0.009
KRT35 0.0082
TRNP1 0.0115
CD164L2 0.0115
TRABD2B 0.0518
LDLRAD1 0.0106
GBP7 0.0613
C1orf146 0.0613
FAM69A 0.0613
SLC6A17 0.0128
NOTCH2NL 0.0288
LOC388692 0.0288
LYSMD1 0.0288
HRNR 0.0288
FLG2 0.0288
KRT81 0.0318
C1orf189 0.01
FMO6P -0.0116
LINC00272 -0.0018
C1orf53 0.0031
TMEM81 0.0162
CAPN8 0.0162
C1orf31 0.0162
C1orf229 0.0298
OR2M1P 0.0298
LINC00493 0.0307
LOC388796 0.0099
FAM209B -0.0015
KRT82 0.0318
LOC388813 0.0023
LINC00478 0.0023
KRTAP26-1 0.0023
LOC388849 0.0221
FAM211B 0.0221
KRT83 0.0318
LOC388906 0.0221
LINC00207 -0.0035
MFSD2B 0.0126
C2orf71 0.0126
LOC388942 0.4252
TMEM247 -0.0128
LOC388948 -0.0128
TSPYL6 0.0303
C2orf78 -0.006
BOLA3 -0.006
C2orf81 -0.006
FUNDC2P2 -0.006
C2orf68 -0.006
RHOC 0.0288
KRT84 0.0318
SLC9A4 0.0142
LOC389023 -0.0024
LOC389033 -0.0345
LOC389043 -0.0345
SP5 0.0442
PLEKHM3 0.0453
C2orf80 0.0453
RESP18 -0.0153
C2orf82 0.0274
OR6B2 0.0274
KRT85 0.0318
ZNF662 0.0256
CDHR4 -0.0124
FAM212A -0.0124
IQCF2 -0.0124
IQCF5 -0.0124
MUSTN1 -0.0124
VGLL3 0.0171
PRR23B 0.0074
PRR23C 0.0074
PLSCR5 -0.0108
ANKUB1 -0.0108
LEKR1 0.0091
TMEM212 -0.0139
KRT86 0.0318
C4orf52 -0.0153
BEND4 -0.0238
GRXCR1 -0.0238
TMPRSS11F -0.021
LOC389247 0.0215
LRRC14B 0.1091
ANXA2R -0.0043
C5orf48 -0.0159
LOC389332 -0.0159
C5orf65 -0.0159
C5orf46 -0.0159
ARHGEF37 -0.0159
PSMG4 -0.0078
SFTA2 0.0342
CLPSL2 -0.002
C6orf222 -0.002
GLYATL3 0.016
GFRAL -0.0126
LIN28B -0.0479
SAMD5 0.0056
IYD 0.0056
LOC389458 0.0049
NUPR1L -0.0276
KTN1 0.0054
GATSL1 -0.0528
GTF2IRD2B -0.0528
MGC72080 0.0094
C7orf59 0.0094
FEZF1 0.0355
FAM180A 0.0024
XKR5 -0.0367
LOC389634 -0.0999
LOC389641 0.0363
NUGGC 0.0173
C8orf86 0.0173
FAM150A -0.0142
XKR9 -0.0142
C8orf87 -0.0142
RBM12B -0.0142
FLJ43860 -0.0024
MAFA -0.0024
L1CAM 0.0583
LOC389705 -0.0228
FAM205B 0.0135
FAM75A6 -0.0234
MGC21881 -0.0234
FAM75D4 0.0043
FAM75D3 0.0043
FAM75D1 0.0043
LOC389765 0.0043
C9orf153 0.0043
LOC389791 -0.0305
IER5L -0.0305
C9orf171 -0.0067
LAD1 0.0031
LCN15 0.038
C9orf172 0.038
LRRC26 0.038
TMEM8C -0.0067
MAP3K15 0.0905
SPACA5 -0.005
USP27X -0.005
PAGE2B -0.005
ZCCHC13 -0.005
UBE2NL -0.0641
AFF3 0.3811
LOC389906 0.0905
TAKR -0.0286
C1QL3 -0.0045
ACAT2 -0.0284
RND3 0.023
GUCY2GP 0.0178
NKX1-2 0.0163
OR52K1 0.0492
OR52I1 0.0492
OR51D1 0.0492
OR52A5 -0.0609
OR51B6 -0.0609
OR51M1 -0.0609
OR51Q1 -0.0609
OR51I1 -0.0609
OR51I2 -0.0609
OR52D1 -0.0609
OR52H1 -0.0609
OR52N4 -0.0609
OR52N5 -0.8327
OR52N2 0.0091
OR52E6 0.0091
OR52E8 0.0091
OR52E4 0.0091
OR56A3 0.0091
OR56A5 0.0091
OR10A6 0.0091
ACCSL -0.0167
OR4X1 -0.0167
OR5D13 -0.0827
OR5D16 -0.0827
OR5W2 -0.0827
OR8H2 0.0252
OR8H3 0.0252
OR5T3 0.0252
OR5T1 0.0252
OR8K1 0.0252
OR5M9 0.0252
OR5M10 0.0252
OR5M1 0.0252
OR9G1 0.0252
OR5AK2 0.0252
OR5B2 0.0252
OR5B12 0.0252
OR5AN1 0.0252
OR4D10 0.0252
OR4D9 0.0252
LAG3 0.0173
OR10V1 0.0252
LRRC10B 0.0252
GPR152 -3e-04
DOC2GP -3e-04
GUCY2EP 0.0022
TRIM77P 0.0033
FOLR4 -0.0094
KDM4E -0.0094
BSX -0.0236
OR6X1 -0.0236
OR6M1 -0.0236
OR10G4 -0.0236
OR10G7 -0.0236
OR8B3 -0.0236
OR8A1 -0.0236
LAIR1 0.0224
OR6C1 0.0318
OR6C75 0.0318
OR6C76 0.0318
OR6C70 0.0318
LAIR2 0.0224
OR4N2 0.7657
OR4K2 0.7657
OR4K13 0.0353
OR4K17 0.0353
OR4N5 0.0353
OR11G2 0.0353
OR11H4 0.0353
RNASE9 0.0353
OR5AU1 0.0161
GOLGA8E 0.0083
OR4M2 -0.7732
OR4N3P -0.7732
HERC2P10 -0.0053
KBTBD13 0.0219
UBAP1L 0.0219
SKOR1 0.0219
LALBA 0.0318
ANKRD34C -0.0029
GDPGP1 0.0047
OR4F6 0.0181
OR4F15 0.0181
OR4F13P 0.0181
LOC390660 -0.0029
C1QTNF8 0
PTX4 0
LOC390705 0
CES1P2 -0.008
PABPN1L 0.0217
OR3A4P -7e-04
ARL5C 0.0082
KRT39 0.0082
LAMA2 0.0056
OACYLP -0.0178
ONECUT3 -0.0266
OR7G2 -0.0266
OR7G3 -0.0266
OR7A10 -0.0266
LAMA3 0.0218
NUDT19 -0.0266
ZNF793 -0.0266
PAPL -0.0266
PINLYP -0.0266
ZNF805 -0.0173
HES3 0.0119
PRAMEF12 0.009
RHOG 0.0492
LAMA4 0.5516
PRAMEF21 0.009
PRAMEF18 0.009
PRAMEF17 0.009
PLA2G2C 0.0115
SKINTL 0.0518
UOX 0.022
FRRS1 -0.0155
LAMA5 -0.0015
VHLL -0.0121
OR10K2 -0.0121
OR10K1 -0.0121
OR6Y1 -0.0121
OR6K3 -0.0121
VSIG8 -0.0121
OR11L1 0.0298
OR2L8 0.0298
OR2AK2 0.0298
OR2L3 0.0298
OR2M2 0.0298
OR2T33 0.0298
OR2M7 0.0298
LAMB1 0.0065
OR2G6 0.0298
SPINT4 0.0099
SUMO1P1 -0.0015
ANKRD20A11P 0.0023
LAMB2 -0.0124
LOC391322 0.0221
PTRHD1 0.0126
SULT6B1 0.0288
LAMB3 0.0162
DYTN 0.0453
LAMC1 -0.0018
VENTXP7 -0.0041
LAMP1 0.0728
USP17L6P 0.0193
USP17 0.0193
HSP90AB2P -0.0153
TRIM61 -0.0558
HELT 0.0215
LAMC2 -0.0018
ARHGAP1 -0.0167
LAMP2 0.0027
RPSA 0.0256
OR2A25 0.0246
USP17L8 -0.0108
LOC392196 -1.5552
USP17L7 -1.5552
LOC392232 -0.0142
GDF6 -0.0142
FAM221B 0.0135
OR13J1 0.0135
CTSL3 0.0043
LOC392364 0.0043
OR13C2 0.0043
OR1L6 -0.0305
OR5C1 -0.0305
OR1K1 -0.0305
LCN9 0.038
CXXC1P1 -0.005
GLOD5 -0.005
FLJ44635 -0.005
STMN1 0.0115
ARL13A 0.0183
ELFN1 0.0049
AGMO 0.0049
LASP1 0.0082
GRID2IP 0.0049
LBP 0.0099
ARHGAP4 0.0583
LBR 0.0162
OR2A5 0.0246
LCAT -0.008
LCK 0.0115
LCN1 0.5662
LCN2 -0.0305
LCP1 -0.0125
LCP2 -0.0345
LCT -0.0345
LDHA 0.0275
ARHGAP5 0.0255
MUC21 0.0342
LDHB 0.0489
LDHC 0.0275
LDLR -0.0266
ARHGAP6 0.0905
LECT2 -0.0159
LEP 0.0024
LEPR 0.0177
LETM1 0.0193
LFNG 0.0049
LGALS1 0.0221
LGALS2 0.0221
LGALS3 0.0054
LGALS3BP 0.0122
ARHGDIA 0.0355
LGALS4 -0.0266
LGALS7 -0.0266
LGALS8 0.0162
LGALS9 0.0082
ARHGDIB 0.0489
LHB 0.0087
LHCGR -0.0128
LHX1 0.0082
LIF 0.0221
LIFR -0.0043
LIG1 0.0087
ARHGDIG 0
LIG3 0.0082
LIG4 -0.0114
LIM2 0.0087
ABLIM1 0.0178
LIMK1 -0.0528
LIMK2 0.0221
LIMS1 0.0142
LIPA 0.0178
RHOH -0.0238
LIPC 0.0219
LIPE -0.0266
FADS1 0.0252
LLGL2 0.0122
SPRED3 -0.0266
TMEM200B 0.0115
FADS3 0.0252
SLC25A35 -7e-04
LLGL1 0.0196
MEX3D -0.0266
FAM102A -0.0305
LINC00086 0.0027
ZNF321P 0.0224
RPL13AP17 0.0103
HEATR4 -2.8557
MYO18A 0.0082
SHC4 4e-04
CTXN2 4e-04
LINC00200 -0.0286
LOC399708 -0.0286
LOC399715 -0.0286
FLJ45983 -0.0286
C10orf114 0.009
LOC399744 -0.0191
