SYMBOL BT474_BREAST
OR5AK2 0.3267
OR5B2 0.6692
OR5B12 0.6692
OR5AN1 0.6692
OR4D10 0.6692
OR4D9 0.6692
LAG3 0.0617
OR10V1 0.6692
LRRC10B 0.6692
GPR152 0.665
DOC2GP 0.8521
GUCY2EP 1.1489
TRIM77P -0.2155
FOLR4 -0.2358
KDM4E -0.2358
BSX -0.2591
OR6X1 -0.2686
OR6M1 -0.2686
OR10G4 -0.2686
OR10G7 -0.2686
OR8B3 -0.2686
OR8A1 -0.2686
LAIR1 0.0888
OR6C1 0.1315
OR6C75 0.1315
OR6C76 0.1315
OR6C70 0.1315
LAIR2 0.0888
OR4N2 1.113
OR4K2 1.113
OR4K13 0.8134
OR4K17 0.8134
OR4N5 0.8134
OR11G2 0.8134
OR11H4 0.8134
RNASE9 0.8134
OR5AU1 0.8007
GOLGA8E 1.276
OR4M2 1.2803
OR4N3P 1.2803
HERC2P10 0.2866
KBTBD13 -0.2687
UBAP1L -0.2687
SKOR1 -0.2687
LALBA 0.1315
ANKRD34C 0.0549
GDPGP1 -0.2857
OR4F6 -0.2857
OR4F15 -0.2857
OR4F13P -0.2857
LOC390660 0.0549
C1QTNF8 0.0164
PTX4 0.0164
LOC390705 0.0739
CES1P2 0.0739
PABPN1L 0.0683
OR3A4P -0.3153
ARL5C 2.6813
KRT39 -0.2824
LAMA2 0.0673
OACYLP 0.2486
ONECUT3 -0.375
OR7G2 -0.3648
OR7G3 -0.3648
OR7A10 0.2413
LAMA3 0.5994
NUDT19 0.1023
ZNF793 0.1023
PAPL 0.0725
PINLYP 0.1045
ZNF805 0.0706
HES3 -0.2698
PRAMEF12 -0.2698
RHOG -0.7408
LAMA4 0.0572
PRAMEF21 -0.2698
PRAMEF18 -0.2698
PRAMEF17 -0.2698
PLA2G2C -0.2656
SKINTL -0.206
UOX -0.1961
FRRS1 -0.2384
LAMA5 -0.3196
VHLL 0.8716
OR10K2 -0.3033
OR10K1 -0.3033
OR6Y1 -0.3033
OR6K3 -0.3033
VSIG8 0.3053
OR11L1 1.4354
OR2L8 1.4354
OR2AK2 0.8558
OR2L3 0.8558
OR2M2 0.8558
OR2T33 0.8558
OR2M7 0.8558
LAMB1 0.2876
OR2G6 0.8558
SPINT4 0.6987
SUMO1P1 2.649
ANKRD20A11P -0.24
LAMB2 -0.7116
LOC391322 1.0828
PTRHD1 -0.1829
SULT6B1 -0.1553
LAMB3 -0.2856
DYTN -0.0182
LAMC1 -0.2675
VENTXP7 0.0777
LAMP1 -0.2648
USP17L6P -0.2355
USP17 -0.2355
HSP90AB2P -0.2274
TRIM61 -0.2053
HELT 0.7292
LAMC2 -0.2675
ARHGAP1 0.0447
LAMP2 -0.5108
RPSA -0.6438
OR2A25 0.5126
USP17L8 -0.0028
LOC392196 0.2272
USP17L7 0.2272
LOC392232 0.2809
GDF6 0.6926
FAM221B -0.7127
OR13J1 -0.7127
CTSL3 -0.3988
LOC392364 -0.3988
OR13C2 -0.3988
OR1L6 1.0009
OR5C1 1.0009
OR1K1 1.0009
LCN9 0.0589
CXXC1P1 0.2384
GLOD5 0.2384
FLJ44635 -0.4833
STMN1 -0.2656
ARL13A -0.5108
ELFN1 0.5715
AGMO 0.6699
LASP1 2.4254
GRID2IP 0.6097
LBP -1.3151
ARHGAP4 -0.5108
LBR 0.2668
OR2A5 0.5126
LCAT 0.0683
LCK -0.2687
LCN1 0.0589
LCN2 0.537
LCP1 -0.2528
LCP2 0.1545
LCT -0.0124
LDHA 0.0807
ARHGAP5 0.8572
MUC21 0.0242
LDHB 0.1465
LDHC 0.0807
LDLR 0.4694
ARHGAP6 0.8738
LECT2 0.0277
LEP 0.3075
LEPR -0.223
LETM1 -0.2719
LFNG 0.6097
LGALS1 -0.3046
LGALS2 -0.3046
LGALS3 0.2975
LGALS3BP -0.3045
ARHGDIA 0.6358
LGALS4 0.0725
LGALS7 0.0725
LGALS8 1.2629
LGALS9 0.2677
ARHGDIB 0.1013
LHB 0.0982
LHCGR -0.1553
LHX1 0.6948
LIF -0.3191
LIFR 0.684
LIG1 0.0982
ARHGDIG 0.0164
LIG3 0.2744
LIG4 -0.2248
LIM2 0.0982
ABLIM1 -1.2404
LIMK1 0.2876
LIMK2 -0.3191
LIMS1 -0.0298
LIPA -0.2208
RHOH -0.2632
LIPC -0.2687
LIPE 0.1045
FADS1 0.6692
LLGL2 -0.3027
SPRED3 0.0725
TMEM200B -0.2656
FADS3 0.6692
SLC25A35 -0.2853
LLGL1 -0.3102
MEX3D -0.375
FAM102A 0.537
LINC00086 -0.5108
ZNF321P 0.0982
RPL13AP17 0.2876
HEATR4 0.2663
MYO18A 0.2744
SHC4 -0.257
CTXN2 -0.257
LINC00200 0.0464
LOC399708 0.0438
LOC399715 0.0438
FLJ45983 0.0438
C10orf114 0.0544
LOC399744 0.0839
ACTR3BP5 0.0839
LOC399753 0.4617
LMAN1 0.2486
FLJ41350 -0.2548
C10orf120 -1.3218
LOC399815 -1.3218
METTL10 -1.3218
FLJ37035 -1.3218
FOXI2 -1.3218
FLJ46300 -1.3218
LOC399829 -1.3449
SPRNP1 -1.3449
FLJ45445 0.0887
NAV2-AS4 0.0703
HNRNPKP3 0.0447
FAM180B 0.0447
PCNXL3 1.0567
FLJ42102 0.3096
C11orf87 -0.2577
C11orf92 -0.2591
C11orf88 -0.2591
MIR100HG -0.2591
PATE2 -0.2686
PATE4 -0.2686
FLJ39051 -0.2686
SNX19 -0.2686
ASIC2 0.2744
ARL1 -0.2352
LMNA 0.8716
LOC400027 0.1327
LOC400043 0.1315
FLJ41278 0.5638
MKRN9P -0.1841
C12orf76 0.2858
LOC400084 0.2996
FLJ37505 0.2996
LMNB1 -0.5373
SERTM1 -0.2528
LINC00547 -0.2528
LINC00548 -0.2528
C13orf35 -0.2418
FLJ22447 0.2975
PLEKHD1 0.2663
FOXN3-AS1 0.8044
LINC00642 1.1471
DICER1-AS1 0.277
C14orf180 0.277
HERC2P2 1.276
C15orf53 -0.2383
C15orf54 -0.2623
LMO1 0.4747
ST20 0.0549
FAM174B -0.2857
LOC400456 -0.2857
LMO2 0.0447
BCAR4 0.0164
C16orf88 0.0196
CRYM-AS1 0.0196
FLJ21408 0.0196
FLJ26245 0.0739
LOC400548 0.0683
FOXF1-AS1 0.0683
LOC400558 0.0683
C17orf97 -0.3425
MED11 -0.3153
KRT16P2 -0.3102
GRAPL -1.8768
C17orf102 0.2744
TOB1-AS1 1.7408
KCNJ2-AS1 1.2037
LINC00511 -0.3027
LOC400620 -0.3027
FLJ45079 -0.3027
TEX19 0.6358
LINC00668 0.6368
LOC400654 0.2486
LOC400655 0.2583
LOC400657 0.2583
PRSS57 -0.375
VMAC -0.3648
LOC400680 -0.6023
LOC400684 0.1023
LOC400685 0.1023
LGALS17A 0.0725
PRICKLE3 0.2384
SIGLEC16 0.0982
FLJ26850 0.0982
ZNF880 0.0982
ZNF772 0.0706
PRAMEF4 -0.2698
PRAMEF13 -0.2698
SH2D5 -0.2656
NCMAP -0.2656
LOC400752 -0.2966
C1orf141 -0.223
GBP1P1 -0.2324
FLJ27354 -0.2324
MIR137HG -0.2384
C1orf226 0.6745
LOC400794 0.9735
C1orf220 -0.1842
LMO7 -0.202
C1orf140 -0.2608
NBPF9 -0.179
FAM177B -0.2608
DEFB132 0.3106
C20orf202 0.2903
FLJ33581 0.3025
LINC00114 -0.3366
LOC400891 -0.1836
BCRP2 -0.1836
LMX1A 0.9735
CHCHD10 -0.1735
LOC400927 2.0381
MIRLET7BHG -0.3174
FLJ46257 -0.3174
IL17REL -0.2805
LOC400940 0.4677
LINC00487 0.3883
FLJ12334 0.1934
C2orf91 -0.1553
UNQ6975 -0.1553
EML6 -0.1827
FLJ30838 -0.1827
FLJ16341 -0.1973
LOC400958 -0.1973
PCBP1-AS1 -0.1973
PAIP2B -0.1199
FLJ42351 -0.0237
PHOX2A 0.9095
LMX1B 1.0315
LOC401010 0.0165
DKFZp686O1327 -0.0124
HOXD-AS1 -0.0281
FSIP2 -0.0281
C2orf66 -0.0581
ASB18 -0.0545
FLJ43879 -0.0545
LOC401052 0.0777
IQCF3 -0.6312
LOC401074 -0.2621
FLJ22763 0.0336
FLJ25363 0.0336
C3orf72 0.4125
LOC401093 0.4306
C3orf80 0.4381
FLJ46066 0.4266
FLJ42393 0.4246
FLJ34208 0.4199
LOC401109 0.4143
C4orf48 -0.2719
DTHD1 -0.2632
LOC401127 -0.2632
LOC401134 -0.2048
SYT14L -0.2048
TMPRSS11BNL -0.2048
C4orf40 -0.228
AMTN -0.228
FAM190A -0.2
FLJ14186 -0.2
C4orf3 -0.2
LOC401164 -0.2203
FLJ33360 0.6648
LOC401177 0.684
RGS7BP -0.3583
LNPEP -0.5573
C5orf63 -0.5373
DKFZP686I15217 0.0393
HTATSF1P2 0.0393
FLJ23152 0.0608
LINC00340 0.0608
LOC401242 0.0608
MCCD1 0.0242
SAPCD1 0.0242
LINC00336 0.0686
RAB44 0.0686
FLJ41649 0.0686
CRIP3 0.0686
KLHL31 0.0686
DKFZp451B082 -0.7191
TCP10L2 -0.7191
LINC00242 -0.7191
VWA5A -0.2686
ZNF815P 0.6097
LOC401320 0.6431
LOC401321 0.6431
LOC401324 0.6431
RASA4CP 0.0259
C7orf65 0.6683
FLJ45974 0.6832
GTF2IRD2P1 0.7556
LRRD1 0.2876
FLJ42280 0.2876
LOC401397 0.2909
PRRT4 0.3075
LOR -0.2421
RAB19 0.4872
OR2A7 0.9506
ATP6V0E2-AS1 0.4876
USP17L1P -0.0028
LOC401463 0.2706
C8orf59 0.6866
SAMD12 0.6926
FLJ35024 -1.8953
FLJ41200 -1.7912
PTPLAD2 -1.8122
LOC401497 -1.7646
TMEM215 -0.061
LOX -0.5373
TOMM5 -0.7127
FAM74A1 -0.3512
FAM74A4 -0.171
C9orf170 -0.3988
CENPP -0.3988
C9orf152 -0.4202
SNX30 -0.4202
WDR38 0.6397
LOC401557 0.0589
LCNL1 0.0589
C9orf139 0.0589
FAM166A 0.0589
CD99P1 1.2129
ZNF674-AS1 0.2384
LOXL1 0.0211
SLC25A53 -0.5108
DKFZp686D0853 -0.5108
GOLGA7B -0.2548
OR51T1 0.4788
OR51A4 0.9126
OR51A2 0.9126
LOXL2 -0.3632
FIGNL2 0.1315
LPA -0.7139
MGC57346 -0.2426
ZNF833P 0.4694
RNF223 -0.2698
PRAMEF3 -0.2698
LDLRAD2 -0.2656
LOC401980 0.2755
ZNF847P 0.3452
OR2T2 0.8558
OR2T5 0.8558
OR14I1 0.7556
ARL2 1.0567
SRRD -0.2944
VWC2L -0.015
OR5K2 0.0336
LOC402160 -0.2719
RPL21P44 -0.2136
LPL -0.3632
SOHLH1 0.0589
XKRX -0.5108
FLJ45340 0.3075
LPO 0.9983
KPNA7 0.2876
C7orf61 0.2876
LPP 0.4246
IGLON5 0.0982
UFSP1 0.2876
IFITM10 -0.7538
LOC402779 -0.2687
ARL3 -0.2548
OR2T27 0.7556
OR2T35 0.7556
OR4A47 0.0447
OR4C45 0.0447
OR5H14 0.0336
OR5H15 0.0336
OR5K3 0.0336
OR5K4 0.0336
OR6C65 0.1315
OR6C68 0.1315
LRMP 0.0663
PPAPDC2 -2.107
APOBEC4 -0.2675
FAM92A1P2 0.3964
DEFB133 0.0686
ZBTB34 1.0315
LRCH4 0.2876
LRP1 0.1315
LRP2 0.0061
LRP3 0.1023
LRP4 0.0447
LRP6 0.1013
HAPLN4 -0.7217
CUEDC1 0.7273
LRP5 1.2308
WDFY3-AS2 -0.2262
SPINK6 0.0443
CTXN1 -0.3648
C6orf201 0.0393
HOXB-AS3 2.4336
YY2 0.9123
LRPAP1 -0.2719
LSAMP 0.406
C16orf74 0.0683
SCGB1D4 -0.2893
LSP1 -0.7538
FAM45A -1.2404
TAG 0.7401
CACTIN-AS1 -0.375
GTF2H5 -0.7139
LSS -0.3366
ANKHD1-EIF4EBP3 0.0277
NPSR1-AS1 0.6431
POTEG 0.3257
LTA4H -0.2641
LTA 0.0242
ARNT -0.2863
LTB 0.0242
CYP4F3 0.2856
LTBP1 -0.1491
LTBP2 0.2663
LTBP3 1.0567
LTBR 0.0617
LTC4S 0.1085
LTF -0.6438
DUOXA2 -0.257
ERVFRD-1 0.0441
LTK -0.3133
BCAM 0.0719
ARNTL 0.0807
LUM -0.2641
LY6E 0.6926
LY6H 0.6926
LY9 0.5932
CD180 -0.3665
LY75 0.2666
LYL1 -0.3555
LYN 0.2464
SH2D1A -0.5108
MIRLET7A1 -0.3988
MIRLET7A2 -0.2591
MIRLET7A3 -0.3174
MIRLET7B -0.3174
MIRLET7C -0.24
MIRLET7D -0.3988
MIRLET7E 0.0982
MIRLET7F1 -0.3988
MIRLET7F2 0.2384
MIRLET7G -0.6312
MIRLET7I 0.1315
MIR100 -0.2591
MIR101-1 -0.223
MIR101-2 -2.107
MIR103A1 0.1545
MIR103A2 0.2858
MIR105-1 -0.5108
MIR105-2 -0.5108
MIR106A -0.5108
LYZ 0.1539
MIR106B 0.2876
MIR107 -0.2208
MIR10A 2.4336
MIR10B -0.0281
MIR1-1 0.5216
MIR1-2 0.2519
MIR122 0.2486
MIR124-1 -0.4501
MIR124-2 0.2706
MIR124-3 0.8138
MIR125A 0.0982
MIR125B1 -0.2591
MIR125B2 -0.24
MIR126 0.0589
MIR127 0.277
MIR128-1 -0.0124
MIR128-2 -0.6438
MIR129-1 0.3075
MIR129-2 0.0447
MIR130A 0.3267
MIR130B -0.2707
MIR132 -0.2974
MIR133A1 0.2519
MIR133A2 0.5216
MIR134 0.277
MIR135A1 -0.6312
MIR135A2 -0.2641
MIR136 0.277
MIR137 -0.2384
MIR138-1 -0.6438
MIR138-2 0.0451
MIR139 0.9095
MIR140 0.0683
MIR141 0.0617
MIR142 1.5661
MIR143 0.0443
MIR144 0.2744
MIR145 0.0443
MIR146A 0.0427
MIR147A 0.7292
MIR148A 0.6699
MIR149 -0.0545
MIR150 0.0982
MIR152 -0.3036
MIR153-1 -0.015
MIR153-2 0.4564
MIR154 0.277
MIR155 -0.3578
MIR15A -0.2341
MIR15B 0.4381
MIR16-1 -0.2341
MIR16-2 0.4381
MIR17 -0.202
MIR18A -0.202
MIR181A2 0.6397
MIR181B1 0.6666
MIR181B2 0.6397
MIR181C 0.8885
MIR182 0.3075
MIR183 0.3075
MIR184 0.0549
MIR185 -0.2642
MIR186 -0.223
MIR187 0.2889
MIR188 0.2384
MIR190A -0.2687
MIR191 -0.7116
MIR192 1.0567
MIR193A 0.2744
MIR194-1 -0.2608
MIR194-2 1.0567
MIR195 -0.2853
MIR196A1 2.4336
MIR196A2 0.1315
MIR197 -0.2738
MIR198 0.3919
MIR199A1 0.4694
MIR199A2 0.6479
MIR199B 0.537
MIR19A -0.202
MIR19B1 -0.202
MIR19B2 -0.5108
MIR20A -0.202
MIR200A -0.2698
MIR200B -0.2698
MIR200C 0.0617
MIR203 0.277
MIR204 -0.4052
MIR205 -0.2856
MIR206 0.0686
MIR208A 0.8007
MIR21 2.2976
MIR210 -0.7538
MIR211 0.2866
MIR212 -0.2974
MIR181A1 0.6666
MIR214 0.6479
MIR215 -0.2608
MIR216A -0.1827
MIR217 -0.1827
ARR3 -0.4833
TACSTD2 -0.1821
MIR218-1 -0.2274
MIR218-2 0.1545
MIR219-1 0.0686
MIR219-2 0.537
MIR22 -0.2974
MIR221 0.2384
MIR222 0.2384
MIR223 -0.4833
MIR23A 0.8885
MIR23B -0.3988
MIR24-1 -0.3988
MIR24-2 0.8885
MIR25 0.2876
MIR26A1 -0.6438
MIR26A2 0.1315
MIR26B -0.015
MIR27A 0.8885
MIR27B -0.3988
MIR29A 0.3075
MIR296 2.043
MIR299 0.277
MIR29B1 0.3075
MIR29B2 -0.2856
MIR29C -0.2856
MIR301A 2.1218
MIR302A -0.2
MIR30A 0.0281
MIR30B 0.6926
MIR30C1 -0.2742
MIR30C2 0.0281
MIR30D 0.6926
MIR30E -0.2742
MIR31 -1.8122
MIR32 -0.4202
MIR320A -0.3632
MIR33A -0.3174
MIR34A -0.2698
MIR34B -0.2591
MIR34C -0.2591
MIR7-1 -0.3988
MIR7-2 -0.2857
MIR7-3 -0.375
MIR9-1 0.8716
MIR9-2 -0.5573
MIR92A1 -0.202
MIR92A2 -0.5108
MIR93 0.2876
MIR9-3 -0.2857
MIR96 0.3075
MIR98 0.2384
MIR99A -0.24
MIR99B 0.0982
TM4SF1 0.4306
EPCAM -0.1553
M6PR 0.0423
CAPRIN1 0.0447
NBR1 -0.3237
FAM19A1 -0.6312
LOC407835 0.3075
MIR17HG -0.202
TNFSF12-TNFSF13 -0.2853
ARRB1 1.3042
C2orf27B 0.0287
NOMO3 0.0196
MAB21L1 -0.2528
SPINK14 0.0443
MARCKS 0.0573
FNDC9 0.0427
MXD1 -0.1973
MAD2L1 -0.2
SMAD1 -0.2095
SMAD2 0.2765
SMAD3 -0.2687
SMAD4 0.2765
ARRB2 -0.3153
SMAD5 0.0277
SMAD6 -0.2687
SMAD7 0.2765
SMAD9 -0.2528
MAF 0.0683
MAFG 0.6358
MAG 0.1023
ASIC1 0.1315
ARSA -0.2243
MAGEA1 -0.5108
MAGEA3 -0.5108
MAGEA4 -0.5108
MAGEA5 -0.5108
MAGEA6 -0.5108
MAGEA8 -0.5108
MAGEA10 -0.5108
ARSB -1.7176
MAGEA11 -0.5108
MAGEA12 -0.5108
MAGEB1 0.9029
MAGEB2 0.9029
MAGEB3 0.9029
MAGEB4 0.9029
MAGOH -0.2491
MAK 0.0441
MAL -0.0021
STS 1.2129
MAN1A1 0.0673
MAN2A2 -0.2857
MAN2C1 0.0211
MAN2A1 -0.5418
MAN2B1 0.4694
MANBA -0.2
MAOA 0.2384
MAOB 0.2384
MAP1A -0.3133
MAP1B -0.3667
MAP2 -0.0182
MAP4 -0.7116
MAP6 0.2808
MAPT -0.2426
MARK1 -0.2608
ARSD 1.2129
MARK3 0.277
TBC1D3B 0.5752
TBC1D3C 1.158
DNAJB3 -0.0545
CCL3L3 1.158
MARS 0.1315
ACBD7 0.0042
C10orf105 -0.1826
C10orf62 -0.2548
AGAP6 0.1102
ZNF32-AS1 0.0567
MAS1 -0.7139
ZNF32-AS3 0.0567
ZNF32-AS2 0.0567
C10orf108 0.0464
C10orf55 -0.1826
FAM35B 0.1987
DNAJC9-AS1 -0.1826
LINC00619 0.0567
MAT1A -0.2208
DDI1 -0.2211
C9orf106 0.537
IDNK -0.3988
LCN10 0.0589
LINC00229 -0.3174
MAT2A -0.1199
MATK -0.375
MATN1 -0.2687
MATN2 0.6926
HCG23 0.0242
HCG25 0.0686
HCG18 0.0242
HCG17 0.0242
MATN3 0.1934
BLID -0.2591
MAX 0.2975
FAM116B -0.2805
C8orf82 0.6926
LINC00593 -0.2687
ARSE 1.2129
MAZ 0.0196
LOC415056 1.1951
MB -0.3046
PIM3 -0.2805
STX19 0.0652
MBD1 0.2765
MBL2 0.3606
MBNL1 0.4306
MBP 0.2583
MC1R 0.0683
MC2R 0.6368
MC3R 1.8339
ARSF 1.2129
MC4R 0.2486
MC5R 0.6368
MCAM -0.2591
MCC -0.5418
CHST6 0.0683
MCF2 -0.5108
ART1 -0.7408
MCL1 1.1098
MCM2 0.3992
MCM3 0.0686
MCM4 -0.2889
MCM5 -0.3046
MCM6 -0.0124
MCM7 0.2876
CD46 -0.2856
SMCP -0.2421
ADAM11 -0.3237
MDFI 0.0686
DNAJB9 0.2876
ART3 1.1881
MDH1 -0.1973
MDH2 0.2876
MDK 0.0447
MDM2 0.1539
MDM4 -0.2856
ME1 0.0938
ART4 0.1013
ME2 0.2765
MEA1 0.0686
MECP2 -0.5108
MEF2A -0.2857
MEF2BNB-MEF2B -0.7217
MEF2C -0.5573
MEF2D 0.8716
ARVCF -0.2642
MEFV 0.0164
MEIS1 -0.1973
MEIS2 -0.2383
MEIS3P1 -0.3102
MAP3K1 -0.3583
MAP3K3 -0.2842
MAP3K4 -0.7139
MAP3K5 0.0673
RAB8A -0.7652
MEN1 1.0567
MEOX1 -0.3237
MEOX2 0.6699
MEP1A 0.0686
MEP1B 0.2889
MEST 0.3075
MET 0.2909
METTL1 0.1315
MFAP1 -0.3133
MFAP2 -0.2656
MFAP3 0.0463
MFAP4 -0.3291
MFGE8 -0.2857
MFI2 0.4143
MFNG -0.3046
MGAT1 0.1085
SCGB2A1 0.6692
MGAT2 0.2975
MGAT3 -0.3174
MGAT5 -0.0124
SCGB2A2 0.6692
VCX3B 0.8738
CTAGE5 0.8717
KITLG -0.1841
MGMT -1.3218
MGP 0.1013
MGST1 0.1465
MGST2 -0.1916
MGST3 0.9735
CIITA 0.0164
CD99 1.2129
ASAH1 -0.3632
MICB 0.0242
MID1 0.8738
MIF -0.1735
CXCL9 1.1881
MIP 0.1315
MIPEP -0.2351
MITF -0.6221
ATXN3 0.277
MKI67 -1.3218
MKLN1 0.3075
ASCL1 -0.2619
MLF1 0.4381
MLH1 -0.6438
MAP3K9 0.2663
MAP3K10 0.07
MLN 0.0686
MAP3K11 1.0567
MLL -0.2591
MLLT1 -0.3648
AFF1 -0.2
ACHE 0.2876
ASCL2 -0.7538
MLLT3 -1.8122
MLLT4 -0.7191
MLLT6 2.4254
FOXO4 -0.4833
NR3C2 -0.2095
TRPM1 -0.391
MME 0.4381
MMP1 0.9737
MMP2 0.0739
MMP3 0.9737
MMP7 0.9737
MMP8 0.9737
RGS21 -0.3005
ASTL -0.0021
LHX8 -0.1961
MMP9 0.2629
MMP10 0.9737
ASGR1 -0.2853
MMP11 -0.1735
MMP12 0.9737
MMP13 0.9737
MMP14 0.8007
ATP5EP2 0.6403
MMP15 0.0451
MMP16 0.6866
MMP17 0.2996
MMP19 0.1315
ALDH6A1 0.2663
ASGR2 -0.2853
MN1 -0.2944
MNAT1 0.2975
MNDA -0.3033
MNT -0.3153
MOBP -0.6438
MOCS1 0.0686
MOCS2 -0.3583
ASIP -1.326
MOG 0.0608
MOS 0.2464
MOV10 -0.2426
CD200 0.3837
ASL 0.4816
MPG 0.0164
MPI 0.0211
MPL -0.2742
MPO 0.9983
MPP1 -0.5108
MPP2 -0.3237
MPP3 -0.3237
MPST -0.3046
MPV17 -0.1491
MPZ 0.5932
MRC1 0.8315
MRE11A -0.2358
ABCC1 0.0196
ASMT 1.2129
KLK14 0.0982
KLK12 0.0982
ASNA1 0.4694
KRTAP5-5 -0.7538
LINC00615 -0.2641
MXRA7 -0.3027
C1orf180 -0.1961
THAP7-AS1 -0.1836
LINC00575 -0.2262
FER1L6-AS1 0.6926
LOC439949 0.0438
LOC439950 0.0042
FAM35B2 0.1084
LOC439990 -0.2208
LOC439994 -0.2208
IFIT1B -0.2208
ASNS 0.2876
KRTAP5-2 -0.7538
KRTAP5-6 -0.7538
TMEM41B 0.4747
LOC440028 0.4747
DKFZp686K1684 0.0447
LOC440040 0.0564
TRIM51HP 0.4044
SLC22A20 1.0567
KRTAP5-7 0.3096
KRTAP5-11 0.3096
CARD17 -0.2211
LINC00167 -0.2686
IQSEC3 0.1126
ZNF705A 0.2993
FAM66C 0.2993
DDX12P 0.0423
C12orf69 0.1013
H3F3C 0.1082
DBX2 0.1327
FLJ12825 0.1315
TMEM198B 0.1315
PLEKHG7 -0.2641
LOC440117 0.2996
FLJ31485 0.2996
LOC440131 -0.2528
ALG11 -0.2331
MZT1 -0.202
OR11H12 0.5141
RNASE13 0.8007
LOC440173 -0.3988
LINC00238 0.2975
CCDC88C 1.0469
CXADRP3 0.6368
NF1P2 1.7063
HERC2P9 0.6749
WHAMMP2 0.2866
GOLGA8B -0.2383
EIF2AK4 -0.3133
CATSPER2P1 -0.3133
UNC13C -0.257
LOC440288 0.0211
GOLGA6L9 -0.7619
DNM1P41 -0.2542
LOC440300 -0.2542
TTLL13 -0.2857
LOC440335 0.0164
SNX29P2 0.0196
LOC440354 0.0196
LOC440356 0.0196
CSDAP1 -0.0406
HERC2P4 -0.0406
CTRB2 0.0683
RNASEK -0.2853
TBC1D3P5 0.2677
SUZ12P1 0.2744
LOC440434 1.613
GPR179 2.4254
TBC1D3P2 0.2546
PLEKHM1P 0.2409
LOC440461 0.2679
BAIAP2-AS1 -0.3045
ANKRD20A5P 0.6368
HSBP1L1 0.2583
PLIN5 -0.375
CLEC4GP1 -0.3648
ZNF506 -0.7217
LOC440518 -0.5938
ZNF724P -0.5938
PSG8 0.1045
FLJ42875 -0.2698
PRAMEF11 -0.2698
LOC440563 -0.2698
UQCRHL -0.2698
MINOS1 -0.2656
SLC2A1-AS1 -0.2742
FAM183A -0.2742
ZYG11A -0.2491
FLJ31662 -0.2384
LOC440600 -0.2521
BCL2L15 -0.2426
NUDT4P1 -0.2324
HIST2H2BF -0.2828
ETV3L -0.3033
LRRC52 0.9735
LOC440700 0.9735
LOC440704 0.3538
C1orf186 -0.2856
TRIM67 -0.2394
MAP1LC3C 0.4605
DZANK1-AS1 0.3025
P2RX6P -0.1836
PIWIL3 -0.2944
MIAT -0.2944
SHISA8 -0.3174
ODF3B -2.3254
CAPN14 -0.1491
ACTR3BP2 -0.0021
LOC440896 -0.271
LOC440900 -0.0237
LOC440905 0.0165
LOC440910 0.0165
LOC440925 -0.0518
H3F3AP4 -0.0531
LOC440944 0.0777
FLJ33065 -0.6438
TMEM89 -0.7116
IQCF6 -0.6312
C3orf78 -0.6312
LOC440970 -0.5688
LOC441009 -0.2274
MTHFD2L -0.228
LOC441025 1.1881
TMEM150C -0.2262
GUSBP5 -0.2095
HSP90AA6P -0.2053
C4orf47 -0.2203
DUX4L4 -0.2203
MARCH11 0.684
CRSP8P -0.3878
FLJ42709 -0.5573
C5orf56 -0.5373
FLJ16171 0.1545
C6orf226 0.0686
TMEM151B 0.0686
OOEP 0.0281
FAM26F 0.0673
FLJ46906 -0.6661
LINC00602 -0.7191
RNF216P1 0.6097
PMS2CL 0.6097
LOC441204 0.6726
ZNRF2P1 0.6431
RP9P 0.6431
ZNF716 0.7402
LOC441242 0.4816
TYW1B 0.8392
SPDYE7P 0.3939
DTX2P1-UPK3BP1-PMS2P11 0.2876
SPDYE3 0.2876
SPDYE2 0.2876
AKR1B15 0.3075
CTAGE15P 0.4968
FLJ44511 0.5715
OR4F21 -0.3262
FAM90A7P -0.0028
FAM90A10P -0.0028
FLJ39080 0.2878
FLJ46284 0.6926
FLJ42969 0.6926
AARD 0.6926
LRRC24 0.6926
FLJ35282 -1.8122
SUGT1P1 -0.061
AQP7P3 -0.3512
FAM75C1 -0.3988
LOC441454 -0.3988
LOC441455 -0.3988
FAM22G -0.3988
ANKRD18B -0.061
LOC441461 -0.3988
C9orf173 0.0589
NRARP 0.0589
FLJ46446 -0.4833
RPS26P11 -0.4833
GLRA4 -0.5108
FAM127C -0.5108
CT45A3 -0.5108
CT45A5 -0.5108
SPANXN4 -0.5108
PGAM4 -0.4833
CDNF 0.0042
FRG2B -1.3449
LOC441601 0.5331
OR5B3 0.6692
TSPAN11 0.1082
OR9K2 0.1315
LOC441666 0.0567
OR4Q3 1.113
OR4M1 1.113
TEX21P 0.2975
WBP11P1 0.2889
TARM1 0.0888
ANKRD65 -0.2698
PGCP1 -0.2426
OR10J3 -0.3155
OR2W5 1.4144
OR13G1 1.7566
ZNFX1-AS1 1.379
LOC442028 -0.0021
SULT1C3 -0.0298
GALNTL6 -2.4281
LOC442132 0.6648
OR2B3 0.0608
OR2J3 0.0608
OR14J1 0.0608
OR10C1 0.0608
ATP6V0CP3 0.0686
PTCHD4 0.0686
SLC25A51P1 0.1282
GSTM2P1 0.0572
RFPL4B 0.0572
ZNF727 0.4816
OR2A2 0.5126
PTGER4P2 -0.171
FOXB2 -0.4052
FAM47C 0.9104
UQCRBP1 0.2557
LOC442459 -0.5108
LOC442497 0.5715
